uf;cod;municipio;qtd_2004;vlr_2004;qtd_2005;vlr_2005;qtd_2006;vlr_2006;qtd_2007;vlr_2007;qtd_2008;vlr_2008;qtd_2009;vlr_2009;qtd_2010;vlr_2010
AL;270020;ANADIA;1405;1056674;2189;1373016;2361;1762532.00;2678;2216921;2584;2548550.00;2722;2859667.00;2532;2877030.00
BA;290120;ANAGÉ;2209;932256;3449;2092989;4080;3187647.00;4571;3878751;4357;4609177.00;4366;4874581.00;4152;5003741.00
PR;410105;ANAHY;124;19145;183;104368;194;99596.00;149;104402;148;104954.00;145;121222.00;160;134852.00
PA;150070;ANAJÁS;588;357729;964;574699;1891;1494864.00;1913;1952501;1938;2395492.00;2745;3238974.00;3161;4536387.00
MA;210070;ANAJATUBA;1637;712988;2396;1620889;3634;2576892.00;4148;3401309;4082;4317036.00;4087;4750075.00;4433;5348317.00
SP;350200;ANALÂNDIA;78;52995;70;51776;78;50884.00;76;55080;76;68764.00;164;112084.00;153;154642.00
AM;130008;ANAMÃ;567;423982;660;527254;859;734956.00;848;845140;846;1013068.00;857;1123974.00;1016;1359148.00
TO;170100;ANANÁS;300;114579;307;239081;736;425678.00;816;749813;807;906556.00;1292;1220767.00;1341;1689680.00
PA;150080;ANANINDEUA;17450;9595301;19198;15280186;24191;18420630.00;26065;23025859;27132;29213881.00;31943;36124816.00;33227;40418094.00
GO;520110;ANÁPOLIS;7906;3051394;9665;6006225;11117;6863603.00;11878;7851862;10894;9572487.00;12552;10858301.00;11865;11164439.00
PA;150085;ANAPU;220;203436;225;212113;978;409886.00;1140;1003710;1196;1313948.00;2305;2098526.00;2445;3218124.00
MA;210080;ANAPURUS;878;728712;982;819912;1327;1051385.00;1474;1404960;1505;1725359.00;1646;1950994.00;1827;2356311.00
MS;500070;ANASTÁCIO;46;40575;376;157857;1310;599192.00;1278;910287;1254;1128562.00;1330;1317656.00;1343;1469770.00
MS;500080;ANAURILÂNDIA;186;138720;491;241227;583;349413.00;509;341778;525;413496.00;608;479083.00;653;584412.00
SC;420080;ANCHIETA;250;103130;361;187853;306;201753.00;320;224304;238;222578.00;197;213495.00;211;211044.00
ES;320040;ANCHIETA;661;160552;1258;520918;1326;830085.00;1259;910463;1042;987206.00;1025;981258.00;1051;1231431.00
BA;290130;ANDARAÍ;1370;963664;1649;1331664;1818;1534916.00;1899;1725458;1905;2140031.00;2104;2377536.00;2377;2971061.00
PR;410110;ANDIRÁ;346;136734;414;194409;1088;474235.00;1022;707323;904;813982.00;1204;1019503.00;1087;1109289.00
BA;290135;ANDORINHA;1935;849597;2241;1632349;2475;1900575.00;2662;2155599;2479;2524239.00;2565;2782438.00;2513;2906477.00
MG;310260;ANDRADAS;614;213455;862;421911;1093;597236.00;1041;752527;1065;879390.00;1204;1014047.00;1601;1341091.00
SP;350210;ANDRADINA;1911;566969;2717;1255826;2903;1492397.00;2604;1563503;2206;1699902.00;2342;1912713.00;1990;1948108.00
RS;430066;ANDRÉ DA ROCHA;36;14616;28;21023;26;16025.00;35;16055;32;22456.00;40;30082.00;34;28269.00
MG;310280;ANDRELÂNDIA;920;352404;1138;678668;1156;751543.00;1115;801015;1009;867132.00;1028;900411.00;1111;1012036.00
SP;350220;ANGATUBA;846;305522;1024;610081;865;526331.00;833;519337;760;604328.00;828;616407.00;944;719223.00
MG;310285;ANGELÂNDIA;606;510480;698;627007;712;569766.00;931;761885;955;1049870.00;964;1210157.00;972;1285018.00
MS;500085;ANGÉLICA;180;123075;388;159523;719;359776.00;729;521655;659;649050.00;674;766042.00;709;837819.00
PE;260100;ANGELIM;826;514725;924;732912;1464;1084696.00;1566;1337731;1527;1634737.00;1543;1786249.00;1484;1812202.00
SC;420090;ANGELINA;139;83811;217;130756;271;148706.00;258;175745;193;175810.00;225;196770.00;183;194327.00
BA;290140;ANGICAL;746;516495;984;714334;1592;883418.00;1888;1486326;1849;1876761.00;2102;2279441.00;2097;2593076.00
PI;220060;ANGICAL DO PIAUÍ;350;262750;633;375393;1195;753374.00;1320;1097175;1277;1332562.00;1219;1399268.00;1151;1391368.00
TO;170105;ANGICO;195;176210;221;174170;288;212853.00;286;255654;263;291190.00;341;340590.00;366;422953.00
RN;240080;ANGICOS;931;515025;1184;839446;1513;1097535.00;1479;1280625;1439;1508374.00;1427;1624736.00;1579;1878401.00
RJ;330010;ANGRA DOS REIS;729;455545;1515;881864;2949;1483505.00;4242;2858909;3896;3888468.00;5523;4801257.00;6436;6432188.00
BA;290150;ANGUERA;695;526050;710;589542;711;581823.00;702;607148;660;690190.00;1236;919356.00;1296;1521196.00
PR;410115;ÂNGULO;125;53300;182;82681;142;85307.00;132;83852;89;78566.00;115;85045.00;132;117126.00
GO;520120;ANHANGUERA;10;480;13;3645;54;19406.00;53;29553;41;33820.00;61;36990.00;78;46898.00
SP;350230;ANHEMBI;173;63354;172;132881;180;124837.00;188;138484;204;194210.00;271;210828.00;253;239352.00
SP;350240;ANHUMAS;103;41482;210;94003;271;150483.00;255;183121;235;216106.00;278;266418.00;286;292323.00
GO;520130;ANICUNS;923;325012;1024;550920;1566;712431.00;1439;825357;1339;959185.00;1287;1095313.00;1300;1224970.00
PI;220070;ANÍSIO DE ABREU;871;642515;873;766491;1116;868579.00;1162;1070267;1177;1274977.00;1398;1461506.00;1526;1826176.00
SC;420100;ANITA GARIBALDI;482;334932;659;432919;662;476348.00;638;517256;555;552524.00;814;660813.00;768;859582.00
SC;420110;ANITÁPOLIS;119;31510;147;93210;205;115156.00;201;159724;143;141714.00;179;149030.00;139;157088.00
AM;130010;ANORI;599;506131;610;522276;1243;914211.00;1309;1203670;1344;1562632.00;1447;1812341.00;1710;2318870.00
RS;430070;ANTA GORDA;92;50773;142;58410;145;79294.00;103;88333;120;92874.00;141;117478.00;115;120663.00
BA;290160;ANTAS;1026;787504;1465;949629;1944;1469494.00;1928;1676444;1880;1935984.00;1914;2142501.00;2134;2459075.00
PR;410120;ANTONINA;1021;364827;1404;932260;1353;1064551.00;1340;1157841;1147;1216686.00;1338;1340939.00;1323;1564317.00
CE;230080;ANTONINA DO NORTE;796;605590;944;774764;1115;902202.00;1104;960000;978;1079875.00;1084;1195629.00;1153;1387218.00
PI;220080;ANTÔNIO ALMEIDA;282;230495;375;242628;470;332819.00;430;357665;403;403982.00;409;467492.00;394;475122.00
BA;290170;ANTÔNIO CARDOSO;885;500150;1271;843791;1591;1221313.00;1454;1444051;1443;1623794.00;1620;1834100.00;1667;2109771.00
MG;310290;ANTÔNIO CARLOS;500;235886;810;399396;897;526804.00;834;527728;782;624602.00;809;709592.00;732;733432.00
SC;420120;ANTÔNIO CARLOS;79;26906;106;47642;102;60458.00;89;64625;89;71914.00;105;84557.00;89;84633.00
MG;310300;ANTÔNIO DIAS;613;330285;966;587474;1070;752123.00;939;734666;890;788258.00;974;819286.00;988;898989.00
BA;290180;ANTÔNIO GONÇALVES;839;672959;1177;751530;1450;1075645.00;1484;1286981;1435;1509386.00;1593;1631845.00;1647;1970208.00
MS;500090;ANTÔNIO JOÃO;180;164250;530;273312;850;531129.00;894;730546;892;909535.00;811;964368.00;843;884003.00
RN;240090;ANTÔNIO MARTINS;968;748456;1077;765446;1261;917794.00;1251;1068673;1199;1213107.00;1005;1218784.00;1154;1341978.00
PR;410130;ANTÔNIO OLINTO;620;313722;651;479375;647;470824.00;662;489337;620;561176.00;717;688517.00;635;730078.00
RS;430080;ANTÔNIO PRADO;210;126938;246;123389;249;149943.00;178;131469;153;136458.00;146;140846.00;184;176496.00
MG;310310;ANTÔNIO PRADO DE MINAS;99;43589;147;70489;164;82984.00;153;111950;150;136122.00;164;154546.00;161;156121.00
SP;350250;APARECIDA;723;212885;897;543383;1412;827412.00;1266;933359;1189;1024486.00;1333;1118952.00;1288;1207599.00
PB;250077;APARECIDA;608;380659;846;559006;971;770930.00;927;840095;885;915912.00;1120;1060396.00;1156;1363180.00
GO;520140;APARECIDA DE GOIÂNIA;7101;4082378;8947;5504062;12594;7429812.00;12358;9938412;13816;12033797.00;14031;13340028.00;20139;16552945.00
SP;350260;APARECIDA D´OESTE;330;89806;385;201024;378;197614.00;342;197900;242;203004.00;268;227224.00;274;234873.00
GO;520145;APARECIDA DO RIO DOCE;51;8356;116;40340;165;75437.00;145;94049;132;110416.00;194;141213.00;209;213763.00
TO;170110;APARECIDA DO RIO NEGRO;252;220730;326;231023;377;292925.00;366;322002;354;367887.00;525;471616.00;525;647109.00
MS;500100;APARECIDA DO TABOADO;97;71430;355;125217;744;324845.00;891;504865;908;718344.00;1264;996614.00;1320;1187386.00
RJ;330015;APERIBÉ;378;95165;569;243059;659;286317.00;638;320362;590;378616.00;487;392332.00;564;501704.00
ES;320050;APIACÁ;525;211841;592;350763;789;458899.00;740;520140;470;497525.00;501;439114.00;611;500688.00
MT;510080;APIACÁS;97;63111;216;118101;479;301755.00;469;403675;418;467944.00;658;591023.00;716;762284.00
SP;350270;APIAÍ;1616;1132073;2199;1569187;2787;1953644.00;2510;2093612;2500;2208010.00;2277;2450997.00;2017;2328209.00
MA;210083;APICUM-AÇU;415;230140;1384;932755;1779;1524649.00;1822;1773117;1840;2203624.00;2259;2587285.00;2363;3120679.00
SC;420125;APIÚNA;226;107676;225;145815;177;146119.00;171;136495;148;152070.00;113;134887.00;125;114936.00
RN;240100;APODI;3631;2469951;4509;2986317;5506;3837747.00;5362;4428973;5078;5091000.00;4842;5244737.00;5144;5890083.00
BA;290190;APORÁ;1223;869603;1492;1082191;2513;1907798.00;2537;2312158;2467;2675796.00;2657;2905693.00;2847;3400823.00
GO;520150;APORÉ;25;5195;84;19961;192;72779.00;211;116238;194;141750.00;173;133335.00;187;156857.00
BA;290195;APUAREMA;794;436137;875;712992;959;817140.00;1040;927390;1014;1102748.00;1030;1150577.00;1166;1445997.00
PR;410140;APUCARANA;2537;1082491;2652;1512020;3301;1725229.00;3676;2298443;3446;2688536.00;4055;3300674.00;3642;3285861.00
AM;130014;APUÍ;430;354186;755;431477;1175;798116.00;1312;1054105;1534;1550032.00;1763;2044442.00;1775;2349833.00
CE;230090;APUIARÉS;1311;989495;1496;1242934;1635;1430476.00;1956;1675135;1894;2054816.00;1892;2206934.00;1861;2271979.00
SE;280020;AQUIDABÃ;1944;1127513;2216;1703480;2573;1941170.00;2526;2224803;2293;2501912.00;2713;2770755.00;2822;3193141.00
MS;500110;AQUIDAUANA;707;626400;1867;1051784;2734;1807367.00;2893;2417047;2830;3081172.00;3322;3601917.00;3479;4164872.00
CE;230100;AQUIRAZ;3959;2333161;5607;3269566;7544;4404339.00;7131;5124915;7401;6127739.00;8235;7493538.00;8516;8685893.00
SC;420127;ARABUTÃ;136;61651;148;92144;107;87956.00;114;71901;92;73492.00;79;68346.00;48;41526.00
PB;250080;ARAÇAGI;1835;979162;2378;1634774;2662;2018049.00;2769;2307437;2910;2806836.00;2759;3111338.00;2480;3012374.00
MG;310320;ARAÇAÍ;100;19630;121;72196;177;93987.00;174;121176;164;156776.00;182;177229.00;166;184040.00
SE;280030;ARACAJU;15445;7940994;25464;12352543;25659;17159717.00;25731;19044020;23654;23276579.00;33202;30920381.00;34747;35610938.00
SP;350275;ARAÇARIGUAMA;;;69;26285;166;85077.00;280;158868;169;274864.00;481;420864.00;588;549025.00
BA;290205;ARAÇAS;324;275092;1436;761584;1523;1166017.00;1493;1278588;1404;1548096.00;1417;1695810.00;1663;2018256.00
CE;230110;ARACATI;5570;4209996;6985;4845769;6826;5406450.00;7498;6100832;8032;7708517.00;8407;8861085.00;8634;9813620.00
BA;290200;ARACATU;1618;962919;1712;1409647;1727;1420774.00;1910;1620665;2028;2020854.00;2029;2307660.00;2211;2574955.00
SP;350280;ARAÇATUBA;2625;1123109;3549;1970349;5858;3081011.00;5869;4076541;5632;4866834.00;4663;4881505.00;4575;4735049.00
BA;290210;ARACI;4071;2377462;5226;3795340;7185;5802569.00;7163;6924759;6952;8046396.00;7960;9316208.00;9234;11841872.00
MG;310330;ARACITABA;105;58080;208;111397;245;173119.00;221;200399;216;217582.00;204;224548.00;181;207058.00
CE;230120;ARACOIABA;2429;1712674;3350;2276648;3507;2698421.00;4037;3249255;3940;4076565.00;3892;4429937.00;3738;4535820.00
PE;260105;ARAÇOIABA;735;420003;764;615420;1991;1279184.00;1842;1556539;1800;1815227.00;2509;2349770.00;2501;2926002.00
SP;350290;ARAÇOIABA DA SERRA;378;153309;657;379010;804;482092.00;748;554382;635;575856.00;780;670820.00;462;535829.00
ES;320060;ARACRUZ;3432;1667766;4393;2971874;4603;3355705.00;4186;3252670;3853;3350366.00;4726;3967083.00;4117;3919326.00
GO;520160;ARAÇU;65;12385;228;85918;356;203790.00;344;254172;356;320830.00;297;318590.00;279;299574.00
MG;310340;ARAÇUAÍ;2431;1302171;3218;2321418;3647;2908427.00;3549;3200692;3294;3615016.00;3645;3997729.00;4135;4968965.00
GO;520170;ARAGARÇAS;814;366806;970;573011;1040;630203.00;1056;683335;1090;933682.00;1421;1221654.00;1455;1518067.00
GO;520180;ARAGOIÂNIA;;;257;28497;422;175448.00;458;234639;430;298590.00;560;406594.00;552;529946.00
TO;170130;ARAGOMINAS;110;75118;164;98982;613;356242.00;677;589978;630;723884.00;839;875810.00;844;1012114.00
TO;170190;ARAGUACEMA;365;269451;405;323511;551;391960.00;545;453117;596;583560.00;658;684540.00;739;807425.00
TO;170200;ARAGUAÇU;205;75819;218;127910;415;202217.00;371;260683;358;311850.00;385;310309.00;460;413678.00
MT;510100;ARAGUAIANA;232;82355;262;159627;204;121153.00;196;96836;143;117324.00;184;143178.00;207;172875.00
TO;170210;ARAGUAÍNA;4535;2243213;6782;3787913;9024;5297955.00;8403;5943229;7155;6286126.00;9330;6711072.00;9073;7377138.00
MT;510120;ARAGUAINHA;72;28749;95;59647;101;74247.00;109;88690;104;93578.00;105;103884.00;109;132807.00
TO;170215;ARAGUANÃ;204;129576;208;164184;353;214651.00;407;296018;434;399808.00;581;551230.00;601;677710.00
MA;210087;ARAGUANÃ;91;73690;264;132475;1372;757045.00;1431;1292295;1393;1539088.00;1578;1731552.00;1695;2112193.00
GO;520215;ARAGUAPAZ;286;110340;327;207179;349;220694.00;475;252848;414;288372.00;565;410157.00;730;667502.00
MG;310350;ARAGUARI;4101;1677336;5172;2742602;5357;2881840.00;5136;3123649;4792;3704854.00;5092;4128910.00;4768;4226667.00
TO;170220;ARAGUATINS;2283;1196894;2563;1977838;2602;2127962.00;2567;2266263;2786;2807140.00;3629;3576586.00;3556;4362865.00
MA;210090;ARAIOSES;4249;2976637;4520;4006677;6718;5259688.00;6762;6393542;6775;7668525.00;5824;7842289.00;5842;7647186.00
MS;500124;ARAL MOREIRA;3;1860;151;81495;475;240772.00;619;441516;642;603076.00;632;713662.00;729;866811.00
BA;290220;ARAMARI;937;583300;1200;846990;1302;1012128.00;1211;1102426;1081;1130422.00;1338;1310879.00;1372;1471879.00
RS;430085;ARAMBARÉ;229;30279;286;155196;308;176428.00;290;201983;232;222688.00;261;258780.00;259;283611.00
MA;210095;ARAME;1958;1316866;2105;1888126;4220;3132327.00;4009;4006834;3835;4579070.00;4545;5132846.00;4527;6184799.00
SP;350300;ARAMINA;180;66479;232;126473;247;132927.00;205;118881;165;137724.00;144;145579.00;153;133119.00
SP;350310;ARANDU;214;136720;243;149079;288;184492.00;262;210932;255;232184.00;356;271043.00;346;288188.00
MG;310360;ARANTINA;198;88965;253;162627;279;193508.00;268;217258;240;253086.00;269;267195.00;279;308796.00
SP;350315;ARAPEÍ;133;49727;182;98190;169;103718.00;117;84212;139;97858.00;172;133312.00;192;160296.00
AL;270030;ARAPIRACA;12796;9204803;14732;11469162;22150;14916882.00;22106;18427510;19677;21172568.00;26762;27371240.00;26197;30232619.00
TO;170230;ARAPOEMA;443;261632;538;371317;643;426500.00;676;502982;721;655466.00;759;789798.00;722;891401.00
MG;310370;ARAPONGA;537;241631;709;504309;715;556388.00;696;533656;735;645926.00;838;785869.00;843;861221.00
PR;410150;ARAPONGAS;1765;873116;1777;1192045;2319;1202787.00;2061;1287930;1629;1195866.00;1695;1281390.00;2231;1626724.00
MG;310375;ARAPORÃ;196;78868;250;137280;271;162309.00;266;181278;226;209858.00;242;253073.00;254;300811.00
PR;410160;ARAPOTI;1161;494681;1731;995253;1682;1210521.00;1510;1259591;1373;1362968.00;1733;1544046.00;1778;1906909.00
MG;310380;ARAPUÁ;87;32491;120;57188;136;66226.00;133;71228;129;90052.00;147;103334.00;155;118264.00
PR;410165;ARAPUÃ;294;72171;420;254953;386;292279.00;372;302608;338;345728.00;347;390826.00;361;390594.00
MT;510125;ARAPUTANGA;345;112741;618;312942;654;388429.00;648;444284;635;559116.00;871;777805.00;929;886983.00
SC;420130;ARAQUARI;841;569223;891;619875;778;630442.00;653;597203;662;622260.00;1117;922414.00;1051;1209952.00
PB;250090;ARARA;1647;1065458;1849;1379719;1811;1379686.00;1718;1504143;1775;1768950.00;1907;2080664.00;1801;2163547.00
SC;420140;ARARANGUÁ;1130;443275;1609;855861;1793;998077.00;1832;1228260;1583;1443835.00;1844;1624736.00;1937;2010739.00
SP;350320;ARARAQUARA;3858;1468702;4580;2811649;5599;3462234.00;4983;3863053;4688;4330106.00;4652;4307285.00;3443;3499450.00
SP;350330;ARARAS;1791;829202;2274;1383593;2759;1779843.00;2649;1981425;2048;2207227.00;3474;2977171.00;3463;4176483.00
CE;230125;ARARENDÁ;1069;630180;1481;1030094;1791;1433289.00;1794;1601071;1703;1875630.00;1935;2098747.00;1949;2293845.00
MA;210100;ARARI;1978;1792883;2561;1846459;3722;2931287.00;3709;3436146;3690;4022676.00;4429;4548016.00;4418;5513422.00
RS;430087;ARARICÁ;135;67444;179;94008;196;129781.00;202;149072;176;172084.00;383;267875.00;409;477332.00
CE;230130;ARARIPE;1863;1756545;2854;2087451;3469;2854259.00;3165;3086991;3146;3484413.00;3664;4060834.00;3662;4648382.00
PE;260110;ARARIPINA;7240;6027282;8748;6654879;11263;8816521.00;10870;10242134;10600;11792700.00;11677;13214149.00;12425;15695208.00
RJ;330020;ARARUAMA;1289;983220;2081;1332778;2544;1739331.00;3774;2361171;4064;3758307.00;7148;5923898.00;7363;8239349.00
PB;250100;ARARUNA;1638;1278500;2015;1664163;2115;1883828.00;2214;1976397;2354;2584724.00;2420;2924074.00;2374;3019867.00
PR;410170;ARARUNA;325;156392;697;278262;843;423417.00;747;521781;762;645438.00;745;704448.00;686;643601.00
BA;290225;ARATACA;514;333594;847;401204;1806;1051699.00;1990;1585702;1906;1994408.00;1970;2251579.00;1794;2248620.00
RS;430090;ARATIBA;205;80311;228;128229;217;126236.00;214;148629;123;133670.00;133;133943.00;144;151536.00
CE;230140;ARATUBA;1301;1030220;1690;1295175;1873;1563054.00;1822;1629237;1875;1905514.00;1796;2090395.00;1833;2258087.00
BA;290230;ARATUÍPE;768;529930;1078;782561;1198;971711.00;1150;1038995;1103;1159182.00;1232;1370905.00;1309;1649598.00
SE;280040;ARAUÁ;659;395613;948;596602;1620;1081570.00;1553;1404768;1501;1588881.00;1451;1720653.00;1575;1938154.00
PR;410180;ARAUCÁRIA;2508;1248021;3566;1947964;3246;2173420.00;3187;2336550;2894;2731467.00;5357;4062990.00;5276;6078272.00
MG;310390;ARAÚJOS;216;55286;136;113981;155;89833.00;127;80952;37;45202.00;97;35205.00;159;99845.00
MG;310400;ARAXÁ;2246;797170;3485;1572594;3604;1968567.00;3374;2000881;3227;2331152.00;3379;2586108.00;3271;2716727.00
MG;310410;ARCEBURGO;184;76667;335;173082;258;164726.00;242;156364;291;211790.00;371;284078.00;349;312182.00
SP;350335;ARCO-ÍRIS;77;30928;141;71114;164;91227.00;160;99500;144;110878.00;154;127819.00;135;119791.00
MG;310420;ARCOS;859;372219;1432;646958;1532;675484.00;1364;704691;1199;811938.00;1219;793408.00;1323;996280.00
PE;260120;ARCOVERDE;5340;3200342;5795;4229153;6512;4748134.00;7569;6231929;7117;7326020.00;8291;8845956.00;8240;9842133.00
MG;310430;AREADO;391;199862;594;289663;680;416816.00;583;449285;443;430039.00;543;438424.00;501;475184.00
RJ;330022;AREAL;228;129175;381;235307;433;335896.00;412;361667;353;390396.00;542;490233.00;601;635721.00
SP;350340;AREALVA;296;74454;312;151586;383;166774.00;333;180063;289;192754.00;275;209310.00;292;222170.00
PB;250110;AREIA;2015;1097307;2979;1838406;3369;2413785.00;3166;2718219;3093;3192316.00;3289;3565235.00;3313;3905513.00
RN;240110;AREIA BRANCA;1436;1068994;1556;1178935;2480;1512801.00;2265;1773857;2555;2183492.00;2676;2788429.00;2774;3256104.00
SE;280050;AREIA BRANCA;1309;1112716;1671;1257132;1790;1406320.00;1769;1629519;1715;1883878.00;2026;2174495.00;2298;2817975.00
PB;250115;AREIA DE BARAÚNAS;262;237795;273;247852;333;260874.00;309;279912;269;299940.00;331;312936.00;360;414750.00
PB;250120;AREIAL;631;414027;788;580846;961;712391.00;895;774201;843;873724.00;793;897452.00;775;909712.00
SP;350350;AREIAS;135;79635;238;124210;276;164515.00;283;182937;239;194604.00;225;200097.00;246;246337.00
SP;350360;AREIÓPOLIS;164;74943;307;146049;386;223141.00;355;255510;237;257324.00;218;223362.00;156;179896.00
MT;510130;ARENÁPOLIS;698;142575;996;561338;991;691257.00;932;726150;905;815140.00;919;908409.00;829;897945.00
GO;520235;ARENÓPOLIS;205;43269;324;120542;338;193168.00;284;226048;298;270378.00;335;350552.00;350;398008.00
RN;240120;ARÊS;662;442609;718;533705;1233;706456.00;1246;993762;1277;1263262.00;1451;1567111.00;1629;1951912.00
MG;310440;ARGIRITA;165;53711;248;135993;290;152341.00;272;179629;233;204536.00;254;221779.00;271;250248.00
MG;310445;ARICANDUVA;370;276658;420;355127;504;406285.00;499;444013;432;503380.00;565;587086.00;610;780991.00
MG;310450;ARINOS;203;112123;637;268062;1918;1133499.00;1887;1540633;1755;1858306.00;2108;2140756.00;2093;2554265.00
MT;510140;ARIPUANÃ;523;252039;604;375644;831;507914.00;831;636781;667;741684.00;1421;1317615.00;1533;1808999.00
RO;110002;ARIQUEMES;2858;739426;3929;2570338;4611;3254487.00;4355;3691071;3781;3877461.00;5274;4958738.00;5176;5581413.00
SP;350370;ARIRANHA;80;17947;89;44690;201;97210.00;301;180547;239;238978.00;303;307603.00;277;314424.00
PR;410185;ARIRANHA DO IVAÍ;215;97426;295;192191;320;237616.00;309;273699;256;279226.00;244;285024.00;271;329308.00
RJ;330023;ARMAÇÃO DOS BÚZIOS;140;66715;173;121070;577;279194.00;602;441402;550;531918.00;1435;1091380.00;1439;1529718.00
SC;420150;ARMAZÉM;84;55902;174;75128;172;96076.00;177;100409;168;121408.00;220;162545.00;229;217685.00
CE;230150;ARNEIROZ;533;507090;867;590773;1132;952789.00;1207;1031064;1117;1185028.00;1119;1250382.00;1006;1188085.00
PI;220090;AROAZES;206;146644;325;160221;845;531534.00;877;737300;904;919472.00;946;1016444.00;975;1183055.00
